gene	rank
CFAP251	0.432503120603582
RWDD3	0.43247196176467
RPF1	0.431862197113914
ZNF263	0.43169019770765
PKMP3	0.431582611332398
PCCA	0.431505775787453
MRPL49	0.431393658322148
IQCA1	0.431364061961859
PAQR4	0.431312447010559
GPR39	0.43117057377114
ABHD12B	0.431068908073765
DCTN3	0.431057280416508
VENTX	0.431035164012583
MRPL10	0.430871003791342
ANKRD23	0.430567828363611
NUDT4	0.430493557463255
MCCC1	0.430435907136844
AK5	0.430128104929326
TTC4	0.429670758712145
SIGLEC1	0.429291047322468
DHX8	0.429084276847514
MIGA2	0.428678893018078
GAK	0.428588576337118
C1orf159	0.428437063833822
CYFIP2	0.428261610471179
PDCD6	0.428175738246711
IGHA2	0.427901868716235
ADGRG1	0.427874675121282
CCDC13	0.427816779833602
TRIM28	0.427705665264168
TMEM126B	0.427479712554441
HOXA2	0.427311800411794
MPLKIP	0.427196254317587
ACAT2	0.427160032815476
POLR2E	0.426908436475245
FCRLB	0.426875448402906
TAP2	0.426740571751085
MRPS22	0.426668583479625
CGREF1	0.426532072922262
ZFP62	0.426394132118139
ZNF84	0.426326743116398
BPHL	0.426214964323811
YAE1	0.425713844044685
FZD8	0.425690450615405
GALNT4	0.425612859512489
ADRM1	0.425526408051489
MAGEF1	0.425363084774482
TMEM151A	0.4253095956693
SPATA1	0.425262487692882
HACD1	0.425241738071329
SPINT2	0.425209619017288
MROH8	0.424748202709344
CDRT4	0.424630432899157
BIRC3	0.424410360400301
DDX39B	0.424323678653548
PC	0.424228767975794
RHEBL1	0.424171384738238
LMAN2	0.424157270584571
IL17RE	0.424156039483345
EED	0.424038555619235
CFAP68	0.423977496510092
MYO7A	0.423736163937779
CLU	0.423522462396471
FRAT2	0.423521737108008
PEPD	0.423007631851479
ADCY8	0.422722326761425
BSCL2	0.422592328595181
SULT1A3	0.422475016664136
PHB2	0.422424122186967
PSMC3	0.42239735062403
NHSL1	0.42229383171711
CD151	0.422105327323532
HEXIM1	0.422077127787514
HYLS1	0.421963935104692
TREM1	0.421797840641652
SEZ6	0.421757958512273
CNPPD1	0.421722974685963
ELP6	0.421717593671844
RPL31P46	0.421697474903284
CFAP410	0.421442520749349
DHX34	0.42115376295891
GDAP1L1	0.421135477104227
DDX59	0.421001495626064
ATG16L2	0.420924923957712
PSMD6	0.420909479805288
MPV17	0.420822168882371
RBKS	0.420699816705809
RBBP7	0.420415649171362
VRK1	0.420239437987195
DEDD2	0.420201275573804
MMP24OS	0.420169639593713
NCKIPSD	0.420011927253135
METTL23	0.419936551870446
SEMA4B	0.419860285174148
SPRY2	0.419844781569981
KCNJ11	0.419779699351376
SCAF11	0.419460822707057
MBD4	0.419450580910499
CFI	0.419311907533368
WTAP	0.419272281450772
TMEM106C	0.419017834878053
SMIM45	0.418754039616577
TMEM129	0.418398388884397
CD40	0.418287535900654
ACOX2	0.418193561942165
ASGR1	0.418122661959278
COL1A2	0.417877817275799
DNAJC8	0.417712535095678
PRR3	0.417696085005425
FIP1L1	0.417175777712801
KAT8	0.417115545088863
TEX264	0.41686424391996
DUSP3	0.416701771612601
XRCC1	0.416476307456635
BOK	0.416368787236978
POMP	0.416293223568197
LLPH	0.416272267495188
PAQR7	0.416220561596271
CARMIL2	0.416140993437165
APAF1	0.415964129996279
NTSR2	0.415918579508684
EDC4	0.415884096264821
VCP	0.415805839754738
DNAJB12	0.415530530590729
PLAAT1	0.415412201048854
ACAD9	0.415390026603636
CCDC97	0.415218241736458
LSM4	0.415164669407504
HSD17B1	0.415027574051618
SRF	0.41486934778506
TAGLN	0.414754268418871
ING1	0.414723371931327
SRSF3	0.414700401761331
RELL2	0.414464011711173
LCNL1	0.414449336291637
SRSF2	0.414442624111139
LRFN4	0.41433640232489
IGLC1	0.414293452101465
FHL2	0.41418532910853
POLR3D	0.414161775812391
NAGK	0.414001561200153
KHDC1	0.413916995483963
GPR153	0.413780924271975
TCOF1	0.413688337541226
GTF2IRD2P1	0.413647595935548
ABT1	0.413478534538545
CCL5	0.413415251087425
POLR1C	0.413326612719558
NLGN2	0.413308274645683
TRPM2	0.413289920802443
ARHGEF26	0.41301123930801
ANKRD37	0.412909707367191
APOBEC3D	0.412471267747613
TICAM1	0.41245364252857
NLGN3	0.412149724844962
ELMOD3	0.411891088302297
YEATS4	0.411821804153208
GRAP2	0.411736791430262
ATAD3C	0.411566197919396
THG1L	0.411497636096384
APLF	0.411478756035491
THOC3	0.411348223254232
VSIG10L2	0.411270474081704
CTXN1	0.411101990972638
EXOC3L4	0.410987634074488
PFDN1	0.410947903446039
ERP44	0.410832357329659
NELFCD	0.410777879644694
PSMB5	0.410739929879594
WASH6P	0.410674452822371
CDCA3	0.410558702633007
ZNF836	0.410479146501662
THNSL2	0.410335599796239
LMAN2L	0.410308293464234
ADAMTS15	0.410280749588432
NT5M	0.410151613288904
ARPC5L	0.409976115148683
LPL	0.409949573474202
CRYL1	0.409588950385619
DDX27	0.40955067027833
LRWD1	0.409388853549299
HES4	0.409270344937079
EDARADD	0.409212078749163
B4GAT1	0.408985226769019
CEP72	0.408893077681969
TMEM191C	0.408794161118292
NUP210	0.408723232164361
THOC7	0.408452342608115
LDHB	0.408362144657867
TMEM59	0.408269289663211
MSH5	0.408222750942204
ALDH1B1	0.407897391199189
PTGES2	0.407781067073779
FAM228A	0.407645044619517
GIMAP1-GIMAP5	0.407643109437111
HDAC6	0.407577920165129
NPIPB9	0.407512178567982
PRELID2	0.407459099524403
PARP1	0.407409630219659
KDELR3	0.407274830381725
RNF123	0.407259415142795
PTS	0.406964681144935
MTG1	0.40677009182665
CCDC24	0.406673739857174
MPC1	0.406472585082819
GTF2E2	0.40647032779069
COL16A1	0.406063593416274
BACH1	0.405780569924628
COQ5	0.405661253134721
EPS15L1	0.405623466171988
CTDNEP1	0.40558493737101
HSPBAP1	0.405576491092005
UBC	0.405344819327192
NRN1L	0.40532608478462
HEXA	0.405277928088153
RSL24D1	0.405265195498326
USP40	0.405261791557057
SDC3	0.405174804352872
TIGD5	0.404844963941368
TMCO4	0.404803663068883
CDH24	0.40469247680174
TDRD3	0.404514665548878
UCP3	0.404202549006442
UBBP4	0.404193574292513
LPAL2	0.404166965664192
PINX1	0.403725572853073
RUFY1	0.403674728490352
LRFN1	0.403670878849487
B4GALT2	0.40365158993859
CTSF	0.403538148187012
CTDP1	0.403413756031875
ADRA1D	0.403236636857181
FASN	0.403084292210474
TMEM25	0.402749625378973
RNF25	0.402552690166873
TMEM223	0.402551961712195
GLTP	0.402533120968864
BNIP1	0.402478978608739
FUNDC2	0.402450798740951
KNOP1	0.402366290807896
GMEB2	0.401916923901653
LPAR2	0.401873379331232
MAPK13	0.401660116222408
CEP290	0.401196360112165
BOP1	0.400951637392544
ZC3H7A	0.400501548671879
IFIT1	0.400488715955804
GTF2H4	0.400367743717069
TRNAU1AP	0.400346883127262
HSPG2	0.400201207491377
ZNF599	0.40016185610825
DAPK3	0.400028036102458
ESCO1	0.399549699512701
ABCB7	0.399510672027474
RAD9A	0.399396986398494
SSC4D	0.399281087344407
TXNDC5	0.399157543526852
TNFRSF19	0.398806465543155
COL9A3	0.398701356481874
ABCA11P	0.39867266134883
ABHD4	0.398635689029316
RECQL5	0.398470262410571
FAM95B1	0.398273864154799
AFMID	0.397931710676457
SECTM1	0.397927643131045
TBC1D10A	0.397775886054283
NCAPH2	0.39774708704241
PLSCR1	0.397573818869083
PRR19	0.397540501910328
CACNA1H	0.397492087541884
TLCD4-RWDD3	0.397483512147409
SPCS1	0.397380782085148
DDX28	0.39737202534424
PTH1R	0.397137320517851
UBE2I	0.39704192213951
UBL7	0.397027202062647
DDB1	0.396964502696007
CTSD	0.396845644308076
GALNT18	0.396736795101566
PAAF1	0.396589865631451
EEF1GP1	0.39652896702665
LRRC23	0.396487063198691
PEDS1	0.39627807583983
GALNT15	0.396143086082147
DRC1	0.395817449490587
MRFAP1	0.395756549434534
PTCHD4	0.3957094158857
RRP12	0.395370882975669
RHBDD2	0.395238806902204
SPDYE12	0.394543690178516
PEF1	0.394381069037918
ZFYVE21	0.394222879289834
ZNF274	0.394080858856333
OAS2	0.393850184416804
IFFO1	0.393849495991926
GCSH	0.393371355204735
PDAP1	0.393151740798206
MOCS2	0.393130281269348
ACSS2	0.393091228026734
SMN1	0.392997950605909
MOB3A	0.39272573870427
ZNF140	0.392519857490888
CHST5	0.392426819062979
MT1E	0.392244863003574
PWWP2B	0.392102321140892
UBE2M	0.392084742166398
TONSL	0.391954473093927
GLRX	0.39193382095174
SRSF6	0.391627631209616
FARSA	0.391617402143553
TOMM40	0.391518704812606
FAM32A	0.391300607080059
ECSCR	0.391188745333688
SEC23B	0.391148800199213
RAMP3	0.390988314266441
GLT8D1	0.390965282681264
CYSTM1	0.390877566903729
EOLA2	0.390863189717644
CSE1L	0.390499047046333
CENPW	0.390312210352864
SAMSN1	0.390104220745757
UAP1L1	0.390069886880528
PIDD1	0.389638140167866
PIN1	0.389568783972296
CFL1	0.389524464331
CHMP4B	0.389495430543128
GRAPL	0.389400936512271
RCN1P2	0.389158332189625
ZFP82	0.389084872466504
TMCC2	0.388922151394932
CRNKL1	0.38865355003336
CD81	0.388580349495872
SLC12A5	0.38841673438606
AHCY	0.387966825226043
MAP3K12	0.387818253926023
SIRT7	0.387737235693763
PARP16	0.387722790189233
TGFB1I1	0.387568595557039
GPATCH4	0.387461474850482
CCZ1P1	0.38743870248664
DCTN2	0.38734239577769
MAZ	0.387305828167984
AKR7A3	0.387258793668244
GDF1	0.387248847286858
ZNF839	0.38722063878388
KCNMB1	0.387126409680813
KIAA0586	0.387109637168851
GLDC	0.386956623558002
SPCS2	0.386955994816725
SLC25A29	0.386912869047214
RPA3	0.386670069194893
SRP14	0.386572462442581
PRDX2	0.386405456600397
SPDYE1	0.386265515990125
FHIP1B	0.386211800068937
RPN1	0.386052705882954
IQSEC2	0.385953570415163
DHRS7	0.385665818964076
ANKS3	0.385572199925568
IKBKB	0.385557554123787
CSRP1	0.3854701052111
PXDC1	0.385359133014057
HK3	0.385274465425263
MOCS1	0.385246525274982
NLE1	0.384446101447198
ZNF385A	0.384361527177957
TMEM9B	0.384330376663178
CTSL	0.384162373700289
UBE2T	0.384051738246192
CUTC	0.384000627247979
FAM162A	0.383909940182576
HERC2P3	0.383858558067206
APOC2	0.383794323337216
CNDP2	0.383687851388063
FCSK	0.383629081206702
PIERCE1	0.383276097884366
NOB1	0.383216672591419
ZNF517	0.383071370478305
MRPL37	0.382988620056375
LRRC27	0.382921304185165
ZNF358	0.382852755238156
UQCRFS1	0.38280967794394
ACBD6	0.382763219946317
TNS2	0.382695986104542
NCOA5	0.382553325726943
ADCK1	0.382484863817287
BPI	0.382478841157253
STK11	0.382006222017007
RIMKLB	0.381914534441822
ARAP3	0.381692859871962
SLC39A3	0.381678650709578
NIFK	0.381612350581117
REXO2	0.381612161543255
STAB2	0.381159104605064
AKT1S1	0.380919785397048
CCM2	0.380901490083174
CXXC1	0.380785057529725
OR7E14P	0.380770896950718
PRR13	0.380657486822553
PPIH	0.380610317734134
CARS2	0.380589179780606
AMT	0.380554166277094
MDH2	0.380503766019296
ABRACL	0.380269389339061
CYP4A11	0.380203710499333
ERICH5	0.379949568322849
ATP6V0B	0.379939304783633
NHLRC1	0.379886881031642
CROCCP2	0.379450466948837
BCAR3	0.379262705516136
GPATCH1	0.378914557190894
LAMB1	0.37890130842723
FOXO6	0.378814896374066
PLEKHM2	0.378492812325669
SUMO2	0.378325693303613
KANK1	0.378286052320818
TFIP11	0.378246779959575
GCDH	0.378236933067087
TACC3	0.378214622611087
SPAG16	0.378086155550951
SCAMP2	0.377973456013998
IGHA1	0.377875132831373
ADGRA3	0.377822312091164
SPAG17	0.377610791975035
TCF19	0.377520240668069
ZFP36L2	0.377519938844507
JUP	0.377457252547589
PMP22	0.377397350208786
PCSK5	0.37725293460761
MED18	0.377216533072537
SHC2	0.376689512050052
LAMP1	0.376586052012306
ACTR10	0.376361245292394
ZNF585A	0.376242958605829
CLEC10A	0.376188225236529
GLI2	0.375902685988406
CA13	0.375822696482231
NAA20	0.375786367639799
ACSM2B	0.375642493223632
PATZ1	0.375624480619692
VPS25	0.375579494421382
KLK6	0.375209595188546
CREB3L4	0.375157140529133
PRDX6	0.374861895916605
IMPA2	0.374752399874315
MAPKAPK3	0.37468791474168
BACE2	0.374654619655551
CERCAM	0.374573602169839
INSM1	0.374503055229934
SNRPB2	0.37448570650325
SLC25A19	0.374426386213556
LAP3	0.374368735318481
COPS5	0.374363101547415
PRKCD	0.374099665823957
PCBP4	0.373868377907251
H2AZ2	0.373826907894139
CCDC81	0.373784552821125
TMEM198	0.373608046622207
NSL1	0.373238363144748
ACSS1	0.372952875924995
IRAK2	0.372918654921655
GTF3C2	0.372685943088248
PLIN1	0.372614885714084
SPATA2L	0.372549484500825
AOC3	0.372499560469551
CPO	0.372314751259551
DTX3	0.372284383581237
KCTD4	0.372262616446046
SMOC1	0.372000850037419
GPBP1	0.371896354073339
PRMT1	0.371871536707627
ACKR4	0.371745724005359
ZNF682	0.37172595979558
MRTO4	0.371708130836429
CALCB	0.37165847807459
ECI2	0.371645807462688
FAM180A	0.371603527707106
TPSAB1	0.371271486614205
CDA	0.370929691399578
P2RX4	0.37082353785476
CLDN23	0.370800419411277
RALGDS	0.370746521952429
IL15RA	0.37070104875929
UTP14A	0.370556106250267
TSC2	0.370555457039854
MZT1	0.370419133900626
RPAIN	0.370405489665512
CD82	0.370046874752209
CDKN2AIPNL	0.369993811536144
DERPC	0.369701651264644
GDAP2	0.369696138480902
CNP	0.36968404016896
CCDC163	0.369632464449815
RWDD2B	0.369567461526105
AFG3L2	0.369501151085664
ANXA6	0.369446239137804
B3GNT9	0.369439404291386
NPAS3	0.369399922548318
HDGF	0.369048368417599
MAFF	0.36888516136698
CABP1	0.368842318488532
BAIAP3	0.368771571242526
PDIA6	0.36875526588486
ATP6V1C2	0.368548322155456
BBS9	0.368347597822166
RNF7	0.36832810265564
ANKRD36B	0.36823822681774
ALG6	0.367781613350541
EFL1	0.367704656875048
LEO1	0.367700975550028
SAP30	0.367691629967348
DHX16	0.367600324422293
IDH3G	0.367337725315478
CCT6A	0.367310882229814
MSRA	0.36730643304726
CASZ1	0.367298636866912
NUTF2	0.367202897616828
AOPEP	0.367156117288563
CRIPT	0.367135408568871
MAD2L1BP	0.367084945135732
TTC31	0.366839972842167
CHST2	0.366714803715577
VDR	0.366265782437858
NUP133	0.366190859644186
TEX22	0.366032134302303
TCTE1	0.365927541459678
CEND1	0.365746937562649
POP4	0.365548870479822
USF1	0.365525955037255
TM4SF1	0.365350998127518
DPM1	0.365275610829593
IFT25	0.365271129435963
NBEAL1	0.36522541513325
ACKR1	0.365092341718688
METTL2A	0.365063117359152
AGT	0.364877195407337
MGARP	0.364749449837174
METTL18	0.364573443346591
TSPAN3	0.364222793849049
CHST12	0.364117674724887
CSF1	0.363752540685008
CETN2	0.363616342293196
HPS1	0.363475183759431
NAPA	0.363363543298211
IRF5	0.363347650414494
MLST8	0.363155837871077
HAS2	0.362918415165228
PIGY	0.362772876509905
PYURF	0.362772876509905
CRTAC1	0.362739163058362
PARS2	0.362590902916101
PTPRZ1	0.362562667302809
SUCLG1	0.362481478035946
MALRD1	0.362398461738133
PROB1	0.362304844498846
SOX2	0.361946270351533
OLFML3	0.36193514702396
NABP1	0.361839040847738
IDH2	0.361722893270458
SEC24D	0.361588897323865
NDUFA9	0.361017675802137
RPL6	0.360888014744419
PLEKHO2	0.360765126831616
TBC1D22A	0.360517094912772
ALDOA	0.36033688506503
TRNP1	0.360283119593642
COL6A2	0.360263327930333
CCNQ	0.360100244504354
ZNF394	0.360073719415558
HTRA3	0.359935350284551
E2F4	0.35975208145804
TM9SF1	0.359687582760864
SEC11A	0.359581005551414
A4GALT	0.359427619338492
HYOU1	0.359364294978289
FUBP1	0.359083088580694
CTH	0.359021263035597
NFE2L3	0.358707913237038
NTAN1	0.358606933564577
POU2AF1	0.358435243645126
JAML	0.358402381764513
GUSBP11	0.358280895205117
DELE1	0.357922815604064
ATP6V0C	0.35791311317514
NMT1	0.357717037864076
XRCC6	0.357604251313761
SLC22A14	0.357390526465907
TRIB1	0.357365031548763
DOCK8	0.357357283276593
RBM19	0.357292114115347
PNMA6A	0.357207858476992
PCYOX1L	0.357081928059744
IRAK1	0.357072344806559
AZIN2	0.35695728231548
FAHD2A	0.356888327118423
FAM163B	0.356787391856961
DIPK1C	0.356732124251654
TMEM94	0.356702678156843
NELFA	0.356621986383518
MAGEH1	0.356239093722387
KIAA1755	0.355999940511084
C14orf119	0.355949148484778
ADAMTS4	0.3559161354509
NUP37	0.355860686288829
CTCF	0.355801698512514
ARHGAP25	0.355603005015102
U2AF2	0.35533350508895
AHCTF1	0.35516276429772
INPP5J	0.35507845269756
NOL10	0.354998190449014
DUSP1	0.354857290551276
ISM1	0.35477996326958
MYO1G	0.354766805809485
PSMG1	0.354705795692805
MAGIX	0.354691821829309
PALM	0.354683776601177
ANKRD2	0.354643583879377
TP53RK	0.354449406941582
AJM1	0.354377287380374
HES1	0.354337567536028
DYM	0.354233728522489
ZNF630	0.354202032667396
CARHSP1	0.353944213780114
TNFRSF1A	0.353897081956018
ZFTA	0.353875865895424
NDUFV1	0.353209550730081
ACP2	0.353191351000932
IFT20	0.352957413997376
SLC10A3	0.352862289709957
RAB8A	0.352747250100447
HMBOX1	0.352729765356039
TMEM106A	0.352699523228829
PANK2	0.352666415403867
FAM89A	0.352329600913525
FAM47E	0.352125364029379
HEPH	0.351974761821806
TPR	0.351799935147311
ARL11	0.351626392233926
MNDA	0.351527203542051
PLPP7	0.351445664252548
CCL15-CCL14	0.351133031664245
PYGM	0.35105754301473
EEF1A1	0.351032518213929
PCBD1	0.350993908501789
APBA3	0.350839911087987
ADSL	0.350633190972959
CENATAC	0.350546331669426
DKC1	0.350453007111749
ARL4A	0.350418831588225
IL2RG	0.35018833881817
TCEAL9	0.350183617910207
CEMIP2	0.350168090221088
NPIPA1	0.350005260903235
SMIM10	0.349933875303469
CPLX1	0.349833787076116
OAZ3	0.349820146209231
SEC16A	0.349653434528549
DUT	0.349599503600446
DST	0.349492395704736
TENT5C	0.349193354662854
HTATIP2	0.349066970366094
GEMIN8	0.34904750089815
PHYKPL	0.348744373834085
PRKAG1	0.348637962313158
CRELD1	0.348559800351515
TUBD1	0.3485214268968
RGPD3	0.348512343139684
CTBP1	0.348469165664093
POR	0.348282608450607
NPM1	0.348273145317601
SLC16A5	0.348167067125109
PPT1	0.348128233884112
HDAC1	0.347996176251023
OSR2	0.34788079732734
TRAF3IP2	0.347811078281041
LRP1	0.347798424708382
MCM3	0.347707394001473
PCNT	0.34766574669705
CCDC159	0.347619420965904
YIPF3	0.347515951768658
RGL2	0.347313347779884
HERC5	0.347192679946239
WWOX	0.347008173331036
FAM131C	0.346964029751883
TBXAS1	0.346945365002119
ADCK5	0.346500656285215
TUBB4B	0.346482466862358
FZD1	0.346401157672842
LRR1	0.346210058733881
NEIL1	0.346135264049603
ESD	0.34610717795382
GPR85	0.34609329169219
ANKRD13D	0.34591453168966
NAPSA	0.345837953692748
SPG11	0.345788433891708
MYBBP1A	0.345771684265269
TIMM21	0.345735061426868
MIA2	0.345712494951197
TMSB15A	0.34565775872319
MDFI	0.345600559822396
RIPOR3	0.345538317784741
ECHDC1	0.345508152907812
GLS2	0.345484342822717
POLM	0.34528176685088
MGST3	0.345227475276491
PRPF6	0.345209706647948
KRCC1	0.34511484912517
TNFAIP3	0.345016061750568
MCM7	0.344514165780883
HNRNPAB	0.344284160686745
PUS3	0.344277634378332
CEP128	0.3441644580725
HNRNPA1L2	0.344159185979922
SLC38A10	0.344070663183422
SNX17	0.344066154570128
CDH15	0.34402238169005
PCK2	0.343902548602076
POLR1D	0.343635126006738
TMCO6	0.343598714293925
SUPT3H	0.343526209207785
SLC26A1	0.343478463231095
SNU13	0.343477940030944
ARL6	0.343381290670543
TLE5	0.343338625257446
KCTD11	0.343332738153772
SLAMF8	0.343248950251039
NKAP	0.343206295053383
ARRDC2	0.343197920623264
TRAPPC4	0.343197785007851
CCL3	0.343133554407494
CAMK2N2	0.343026506442063
WDR97	0.34290965537439
C14orf93	0.342899849472899
MRPL45	0.34272357396432
CSPG5	0.342642626723047
RIC8A	0.342626764206045
MYL5	0.342508678141224
RPIA	0.342421846307379
CMTM8	0.342347661595102
TUBG2	0.342288731261985
TTC1	0.342235173447885
VSIG2	0.342148451639489
PELP1	0.342035707428208
AIMP2	0.341886612561344
SPAG5	0.341465436057378
CLYBL	0.341291599463094
KCNJ5	0.34128647238185
H3-3B	0.341211221436017
GNMT	0.341073335483997
POLR1E	0.340945779147131
C11orf65	0.340601735526515
RHOA	0.340600789631249
IGBP1	0.340375657862916
CDC42EP4	0.340338343922513
C1QBP	0.340206457018351
FAM186A	0.340094682953844
FANCL	0.340000413557927
DGKQ	0.339893744308588
TMBIM1	0.339505350974429
KCTD14	0.339472385873891
ILF2	0.339454004425887
SLC38A11	0.339369688038527
PATL2	0.339236687513372
SLC12A8	0.33914401730941
JDP2	0.339005500538994
KLHL26	0.338984729687161
DPP3	0.338948978784507
CHRD	0.338809164187642
HDAC5	0.338303031166673
TMEM50B	0.338248110979414
APEX2	0.338241593850972
FIZ1	0.338102167420099
GPBP1L1	0.337778485112996
FBXL12	0.337697762201949
RILPL2	0.337695250434391
GSTO2	0.337622398433257
RMDN3	0.337418102371148
XRCC4	0.337414378207425
IMPACT	0.337041474622752
LILRA1	0.336887945463262
ADCK2	0.33677977861762
BEX3	0.336723080125109
KYAT3	0.336572137858024
ARMC12	0.336491391708535
NOL6	0.336353887846562
SUGT1	0.336102205921767
PRCC	0.33606167718346
COL14A1	0.335927965561455
GSTM4	0.335772201460754
PPP1R14C	0.33531273887125
PSMC1	0.335096845800599
ZBTB22	0.335063917210791
PON3	0.334883637182667
MPC2	0.334849518293204
UTP14C	0.334842177989039
ZRSR2	0.334838401593364
CKS2	0.334834874163098
DZANK1	0.334824073218049
ACAT1	0.334483732684613
TOMM40L	0.334446946725012
PDIA5	0.334405387108569
CS	0.334154759898508
TCEAL3	0.334138106192562
SRD5A3	0.334031728568392
TIMM23	0.33394975256091
TFB1M	0.333873406074221
CAMTA2	0.333809374569406
SMG1P7	0.333344519704377
PKN3	0.333192278460725
FOXF2	0.333040611950556
RAB28	0.332945901208221
CATSPERB	0.332712657851107
MFSD13A	0.33258582805456
TCTN1	0.332483963122518
GMDS	0.332388365868947
SAP30BP	0.332261600746803
SRI	0.332205664705361
VCPKMT	0.332108041464219
AKAP7	0.331970731989548
PLA2G7	0.331912818446805
ELP4	0.331847725466707
NDUFC2-KCTD14	0.331699490489624
GGH	0.33134886607335
TGIF1	0.331068797183941
SLC1A7	0.330696322018832
GJC3	0.330443933392307
SPECC1	0.330363248006022
N6AMT1	0.330338980761957
AARS1	0.330323409859847
CENPU	0.330158819669491
SLC48A1	0.329937224140313
PPL	0.329904039015096
ZNF732	0.329816951402888
CRISPLD2	0.329757565520092
NUDT17	0.329748721368148
MEN1	0.329732813099152
CCDC180	0.32965354369133
NR2F2	0.329619142357689
SLC43A3	0.32959196660316
NOA1	0.329494239126215
DUSP28	0.329451031690956
PRDM7	0.329427651291449
TAF15	0.329414616261308
LIG1	0.329369206387885
IGHG3	0.329150093728824
SLC25A33	0.328895465090859
RAN	0.328889223348319
C1orf198	0.328856141597256
XRRA1	0.328769830838807
PRKCSH	0.328638521334329
SLTM	0.328354637276734
CHST9	0.328267734788636
ZNF418	0.328121569435885
TMEM156	0.328020919797427
NT5C3B	0.327504925816862
TVP23A	0.327452026228285
ANKRD31	0.327379126130289
SYMPK	0.327366692761921
UTY	0.327132443130785
STOM	0.32691799263561
SLC7A6OS	0.326752432418678
CDK5	0.326707408785426
HLA-E	0.326141010246929
LYPD3	0.325991832043197
MATCAP1	0.325964872715342
TMEM230	0.325932067450132
RCC2	0.325713565848494
CAMSAP3	0.325598110236465
KLHL25	0.325553624340014
CLPTM1L	0.325346208884247
C1orf174	0.3253038602005
XPA	0.325217599852684
DLL4	0.325095558800832
ZNF248	0.325016043431568
DUSP2	0.324782159915748
TASL	0.324694725497983
NAT9	0.324692850277997
LYSMD2	0.324589225088567
FOXL2NB	0.324515797625739
CDC42SE1	0.324332432320686
ARHGAP10	0.324322298880649
LSM8	0.324251590052466
SMIM12	0.324155507287151
RHBDF2	0.323933560912294
SMS	0.323828564594622
TRMT1	0.323621612005112
EIPR1	0.323582035941362
SEC14L2	0.32336385169532
SLC39A13	0.323207385994945
ANKRD39	0.323158891642091
TUBB6	0.32313549585446
ING2	0.323131309180078
PLA2G15	0.323100250059323
SMIM30	0.322988490711078
CARD9	0.322894919851932
CD209	0.322716344744902
CLTCL1	0.322691076090803
NHLH1	0.322678571623169
PRPF31	0.322576950614699
PTK7	0.322364753129208
SLC23A3	0.322182747090891
CD276	0.32215112902137
HAUS4	0.322148815735162
RRP15	0.321940850191681
DDX23	0.321746431351058
NOL7	0.321695164859367
LYVE1	0.321505425482584
FIBIN	0.321276752095181
TIAM2	0.321030148436697
KMT2B	0.32091961508174
TCF25	0.320845727873697
SLC25A20	0.320523683553499
CMYA5	0.320453115582189
SLC35E1	0.32001814668152
KDELR1	0.320002015949412
EPSTI1	0.319981526645654
TUBGCP6	0.319960720910364
SCD5	0.319787516019474
MS4A6A	0.319691037721001
ZNF747	0.31963557524025
RPS6KA4	0.319503176857607
NUDT9	0.319432283373109
P4HA3	0.318758605452365
SYNPO2L	0.31856203797583
SLC22A3	0.318342283949975
ZNF16	0.318317659344845
PPCS	0.318177451777981
LRRC36	0.318090036767505
PHGDH	0.318081284827483
ALG5	0.317839249745095
ARL4D	0.317704031802665
LOXL4	0.317635592444918
SOX12	0.317542653412368
CRX	0.317346246876922
PSMA5	0.317097550737462
THOC5	0.31708897625176
BST1	0.317083458507695
GPR146	0.316715949364184
APOL3	0.316567535238886
IFT57	0.316517072220898
CNMD	0.316398681754912
SNX3	0.31637163229715
SMARCD1	0.316184700434263
PARD6G	0.316074162093917
FAM200B	0.315933566104118
CLK3	0.315766829729914
POLA1	0.315707444667679
UBE2B	0.315025201469799
RADIL	0.314918121584805
PISD	0.314833834040155
AGMO	0.31478848515648
GTF2H2B	0.31465214468983
POLE	0.314624008500706
ZNF286A-TBC1D26	0.314466971871038
DUOXA1	0.314463456892716
ZCRB1	0.314384610047222
RPL15	0.314142020188485
RTN4R	0.313880333767629
PALM3	0.313870172422894
HADH	0.313821124227542
IRF2	0.313609469245733
ATP6AP1	0.313504932946231
TOR3A	0.313107289574829
PCTP	0.313026707481387
CTDSPL	0.312993019881764
RPF2	0.312613708844651
MTO1	0.312391475396451
RNF128	0.312371854172163
ERLIN1	0.312161586953775
TMEM128	0.312105969581969
NDUFA4	0.31194072373832
OR3A3	0.311854113622622
ATP5MC3	0.311160815679538
C3orf33	0.310933192540711
ZSCAN22	0.310903821329756
RINL	0.310793052810868
TPMT	0.310641196225109
PTTG1IP	0.310608849315594
ATG3	0.310575391596893
CCDC87	0.310567577516524
HNMT	0.310482471248425
CAPNS1	0.310298600612202
MGAT1	0.310224976227019
ZNF362	0.31017408214873
IFT46	0.309960087493781
CNTROB	0.309462754257273
ARRB2	0.309438063402414
FGF7	0.309430451343077
SELENON	0.309263241711023
CD274	0.309243573540693
CCND2	0.309212707901458
BCAR1	0.309018555409524
TRMT61B	0.308995398448214
CLK2	0.308467864513711
TLNRD1	0.308249290447873
B9D1	0.308231582351529
ACTA2	0.308102480190702
SHLD1	0.308063691061517
TTLL1	0.30796458422671
LZTS1	0.307658100248455
DEAF1	0.307500186945679
DAXX	0.30748888575037
MOK	0.30745054057687
SYF2	0.307411574953917
